unit_id,article_title,article_content,source,date
1965511158,Israeli Drone Strike Kills 3 Popular Fighters in Syrias Quneitra,29-07-2015 Israeli Drone Strike Kills 3 Popular Fighters in Syrias Quneitra Three fighters from the Popular committees in Syrias Quneitra were martyred as an Israeli drone struck their position in al-Hadar village which borders the occupied Golan Heights. Three fighters from the Popular committees in Syrias Quneitra were martyred as an Israeli drone struck their position in al-Hadar village which borders the occupied Golan Heights. In a different context units of the Syrian army and the armed forces on Wednesday continued to tighten the noose around terrorists across the country through launching more military operations against their dens and positions killing scores of them and destroying their arms and ammunition. ,manar,2/2/15
1926479008,13 civilians killed 43 others injured due to terrorist rocket attacks on Aleppo Damascus,30 September 2016 13 civilians killed 43 others injured due to terrorist rocket attacks on Aleppo Damascus. Thirteen civilians were killed on Friday due to terrorist rocket attacks that targeted the neighborhoods of Sulaiman al-Halabi al-Midan al-Sulimaniah and al-Furqan in Aleppo city. A source at Aleppo Governorate said that 9 persons were killed and 28 others were injured including children and women when terrorists targeted al-Sulimaniah and al-Furqan neighborhoods as worshipers were leaving mosques after Friday prayers. The source added that the attacks caused significant material damage to a number of cars and houses in the two targeted neighborhoods. Earlier a source at Aleppo Police Command said that terrorist organizations positioned in some eastern neighborhoods fired rocket shells on Sulaiman al-Halabi and al-Midan neighborhoods killing 4 civilians injuring 10 others 4 of them in a critical condition and causing material damage to public and private properties. Three injured in terrorist rocket attack on Bab Touma neighborhood in Damascus Three people were injured when terrorists from Jaish al-Islam fired a rocket shell on Bab Touma neighborhood in Damascus. A source at the Damascus Police Command told SANA that terrorists located in the Eastern Ghouta in Damascus Countryside fired a rocket shell at Bab Touma with the shell falling in the main square of the neighborhood injuring three people and causing material damage to properties. Manar al-Frieh/Manal / Hazem Sabbagh,sana,9/30/16
1965511189,One Killed Others Injured in Terrorist Attacks in Damascus Homs & Aleppo,28-05-2016 One Killed Others Injured in Terrorist Attacks in Damascus Homs & Aleppo. A woman was killed and a number of people got injured when al-Nusra Front (Qaeda branch in the Levant) terrorists fired two mortar shells on Ain al-Dananeer village in al-Meshrfeh area in the countryside of Homs central province A woman was killed and a number of people got injured when al-Nusra Front (Qaeda branch in the Levant) terrorists fired two mortar shells on Ain al-Dananeer village in al-Meshrfeh area in the countryside of Homs central province. A source at Homs Governorate told SANA reporter that the terrorist groups affiliated to al-Nusra who fortify in Ez-Eddin village fired two mortar shells on houses in Ain al-Dananeer village in al-Meshrfeh area in the northeastern countryside of Homs. It added that a woman was killed and several people got injured due to the terrorist attack. In Aleppo the Takfiri terrorist groups breached the cessation of hostilities agreement again through targeting al-Midan neighborhood in Aleppo city with a rocket shell. A source at Aleppo Police Command told SANA that the terrorist groups on Saturday morning fired a rocket shell on al-Midan residential neighborhood injuring a civilian and causing material damage to 7 cars and to a number of houses. On Friday the terrorist groups fired more than 10 rocket shells on al-Midan neighborhood leaving an elderly woman killed and 9 other people injured and causing huge damage. A number of civilians were injure in terrorists rocketry attacks on western Gouta in Damascus countryside. On the other hand the so-called Democratic Syria Troops managed on Saturday to control Sheikh Issa town in Aleppo northern countryside after clashes with ISIL terrorist group that presses the other takfiri groups in area. ,manar,5/28/16
1924058201,Assad regime strikes kill 92 civilians in Syrias Aleppo,"Published September 24 2016 Ninety-two civilians were killed and 273 others injured Saturday by Assad regime and Russian airstrikes on residential areas in opposition-held parts of Syrias northwestern city of Aleppo a civil defense official said. Speaking to Anadolu Agency Najib Ansari said the warplanes targeted the districts of Bustan al-Qasr Mashhad al-Kallasa Salihiya and al-Fardos Sheikh Haider Ansar Bustan al-Basha Ard al-Hamra Sohr Tariq al-Bab Karam Hamud Mesir all of which were currently under siege by the Assad regime. The casualties include women and children. The death toll is expected to rise further due to the limited capacity to rescue victims trapped under collapsed buildings. On Friday 86 people were killed by regime and Russian warplanes. Aleppo has recently come under intense attacks by regime and Russian forces. United Nations Secretary-General Ban Ki-moon is ""appalled by the chilling military escalation"" in the Syrian city of Aleppo his spokesman said on Saturday. ""Since the announcement two days ago by the Assad regime of an offensive to capture eastern Aleppo there have been repeated reports of airstrikes involving the use of incendiary weapons and advanced munitions such as bunker buster bombs"" U.N. spokesman Stephane Dujarric said in a statement. Since Sept. 19 when Assad regime declared the end of the week-long cease-fire at least 359 civilians have been killed and 1407 injured by Assad regime and Russian airstrikes on Aleppo according to civil defense officials and medical sources in the city. The attacks have targeted districts in the eastern part of Aleppo besieged by regime forces. Syria has been locked in a devastating civil war since 2011 when the Assad regime cracked down on pro-democracy protests-which had erupted as part of the Arab Spring uprisings-with unexpected ferocity. The Syrian Center for Policy Research a Beirut-based nongovernmental organization has put the death toll from the six-year-old conflict at more than 470000.",dailysabah,9/24/16
1926479276,Syrian Islamist insurgents launch battle to seize government-held Aleppo,July 2 2015 Syrian Islamist insurgents launch battle to seize government-held Aleppo. Syrian insurgents led by Islamist groups began a major offensive to gain full control of the divided northern city of Aleppo a monitor and rebels said on Thursday. The fall of Syrias main commercial hub would be a major blow for President Bashar al-Assad restricting his control mainly to a belt of territory stretching north from Damascus to the Mediterranean coast. This would deepen Syrias de facto partition between the Assad-run west and areas held by a patchwork of armed groups. A statement by the groups said their goal was to liberate the city of Aleppo and to ensure that when it fell into their hands it would be ruled by strict sharia principles. The British-based Observatory for Human Rights said a coalition of groups that included al Qaedas Syrian offshoot Nusra Front and Salafi Ahrar al Sham had fired hundreds of mortar bombs on locations in western districts of the city that are held by the Syrian army and allied militias. Much of the fighting was focused on the Jamiyat al-Zahra frontline where the insurgents struck the heavily defended part of the district held by the army according to Rami Abdul Rahman the head of the rights group which tracks the war. The Jamiyat al Zahra which houses several major security compounds has long been coveted by the rebels to allow them to advance into government-held areas and cut army supply lines. The latest flareup of fighting was the widest rebel offensive taking place simultaneously across most front lines since the insurgents took over most of the eastern part of the city in the summer of 2012 Abdul Rahman added. Eight civilians were killed with at least 70 injured with dozens of dead and injured from army personnel and allied militias the head of the monitor said. The Syrian army last month repelled a push by an alliance of rebels including recipients of Western aid fighting under the name of the Free Syrian Army into Aleppos Rashidin district. It was the first rebel advance into the heart of Aleppos government-controlled residential area in more than two years. Insurgents have also been bombarding government-held areas turning the tables after strikes by Syrian forces on insurgent-held parts of what was Syrias most populous city before it become a main battleground in the four-year civil war. Separately the sound of intense fighting including explosions could be heard from the Turkish border town of Kilis about 30 miles (48 km) north of the Syrian city of Azaz witnesses said. The Turkish army stepped up security on their side of the border including armored regiments and special forces following days of deploying troops and equipment to the area security sources said. The sources said the fighting in Azaz was between hardline Islamic State militants and a joint force of al-Nusra and Western-backed rebels who have clashing in northern Aleppo countryside in recent weeks. Additional reporting by Seyhmus Cakan in Diyarbakir Turkey and Ayla Jean Yackley in Istanbul; Editing by Alison Williams and Lisa Shumaker Our Standards:The Thomson Reuters Trust Principles.,reuters,7/2/15
1926479226,A new family escapes the crimes of terrorists and gets out of Aleppo eastern neighborhoods,20 November 2016 A new family escapes the crimes of terrorists and gets out of Aleppo eastern neighborhoods. A family of 6 persons has been able to get out of Aleppo eastern countryside on Sunday. They were received by Aleppo governor at al-Baath partys building in the city. The situation in the eastern neighborhoods is very difficult due to the crimes of armed terrorist organizations which prevent civilians from leaving the area and perpetrate the most ugliest crimes against the citizens Mohammad Idelbi father of the family told SANA reporter. Aleppo Governor for his part affirmed that all demands of the family of the basic materials for living and shelter were provided for them. Earlier two families of ten members managed to leave the eastern neighborhoods of Aleppo city where they were welcomed by Aleppo Governor Hussein Diab and Secretary of Aleppo Brach of the al- Baath Arab Socialist Party Ahmad Saleh Ibrahim. Mohammad Ali al-Hassan his wife and three children in addition to Abdul Azeem Sammaqiyeh his wife and three children managed to cross and reach safe areas according to SANA. Al-Hassan told SANA reporter that they tried more than once to exit but every time the terrorists groups prevent them by the force of weapon adding that today he and his family were able to leave through Hanano area. He noted that the terrorist groups are preventing the locals from getting food and medicines as they have exclusive access to these materials. In turn Sammaqiyeh talked about the critical situation of the families in the eastern parts of Aleppo city due to terrorism and terrorist atrocities indicating that they ( families) are waiting for the Syrian Arab Army to save them and liberate their areas. He said that if the locals were able to leave not a single family would stay in those areas. Governor Diab indicated to the governorates efforts to welcome families who leave the eastern neighborhoods and provide them with their food service and health needs. For the second day hundreds of families continued their protests against the takfiri terrorist organizations demanding them to immediately get out of the residential areas. Earlier the Russian Defense Ministry spokesman Major General Igor Konashenkov said that the gunmen suppressed protests in which more than 1500 people took part in the neighborhoods of Bustan al-Qasr al-Kallaseh al-Ameriyeh and al-Fardous adding that the terrorists have trapped all streets leading to the humanitarian routes in addition to killing 27 civilians and injuring hundreds of others while dispersing the protesters. R. Raslan / Ghossoun,sana,11/20/16
1914947538,Suicide bomber kills 4 in Assad clans hometown,"Sun 22 Feb 2015 Suicide bomber kills 4 in Assad clans hometown. A suicide bomber driving an ambulance killed four people on Sunday in an unprecedented attack on a hospital that took Syrias civil war to the ruling Assad clans hometown for the first time a monitoring group said. The attack came as the Syrian Observatory for Human Rights reported that troops had executed 48 people earlier this week in a northern village among them 10 children. ""A man drove an ambulance packed with explosives into the parking of the Qardaha hospital. Another man was in the vehicle with him but it was unclear whether he was an accomplice or a hostage. Four people were killed in the attack"" said Observatory director Rami Abdel Rahman. Earlier state television had reported the blast but did not specify the nature of the attack. The attack the first explosion to hit the heart of the western town since the outbreak of Syrias civil war in 2011 killed a nurse a hospital employee and two soldiers said Observatory director Abdel Rahman. The outskirts of Qardaha have previously come under rocket fire while Latakia province - where the town is located - has seen several rounds of heavy fighting. A mausoleum containing the graves of President Bashar Assads father and predecessor Hafez and brother Bassil is located in Qardaha. The clan has ruled Syria with an iron fist for more than 40 years. Syrias war began in March 2011 as a pro-democracy revolt seeking Assads ouster. It morphed into a conflict after the regime unleashed a brutal crackdown on dissent. - Troops kill 10 children - Meanwhile the Observatory said 10 children and 13 rebels were among 48 people executed by government forces in the northern village of Rityan earlier this week. The killings took place after troops entered the town Tuesday during an offensive aimed at cutting rebel supply lines to the Turkish border. Abdel Rahman said all the dead were from six families. ""There was no resistance except in one house where a rebel opened fire at troops before being executed along with his family."" The brief seizure of Rityan was part of an abortive army offensive this week to encircle the rebel-held east of Aleppo and relieve two besieged Shiite villages to its north. By Friday all but one of the villages taken by government forces had been recaptured by the rebels who include fighters from Al-Qaeda affiliate Al-Nusra Front. The heavy fighting claimed the lives of 129 loyalists and 116 rebels including an Al-Nusra commander according to an Observatory toll. - Air raids kill thousands - While the ground offensive failed warplanes kept pounding rebel areas of Aleppo city and other parts of the country. On Saturday two women and two children were among eight people killed when a barrel bomb hit a building in an opposition-held area of Aleppo city once Syrias commercial capital. Six people were also reported killed in rebel shelling of regime-held areas of the city. The air force also killed at least 10 people in rebel areas east of Damascus Saturday the Observatory said. According to the group they were the latest of more than 7000 people killed across Syria since the UN Security Council passed a resolution last year ordering an end to sieges and indiscriminate use of weapons in populated areas. The Observatory ""has documented the killing of 5812 civilians including 1733 children 969 women and 3110 men in barrel bombings and (other) air raids"" over the past year. Meanwhile rebel fire on regime-held areas killed 1102 people said the Observatory adding that 234 of them were children. And 313 people died in areas under army siege in the past year as a result of food and medical shortages despite the fact that the resolution also ordered the lifting of sieges.-AFP",nna,2/22/15
1924058148,US-led coalition airstrike kills 18 partner forces Pentagon says,"Published April 13 2017 An air strike on Tuesday by a U.S.-led coalition fighting Daesh mistakenly killed 18 members of the Syrian Democratic Forces south of the city of Tabqa Syria the Pentagon said on Thursday. ""The strike was requested by the partnered forces who had identified the target location as an ISIS fighting position"" it said in a statement referring to the Daesh terror group by an acronym. ""The target location was actually a forward Syrian Democratic Forces fighting position."" Meanwhilee the U.S.-led coalition previously denied an Assad army report it had carried out an air strike that had hit poison gas supplies belonging to Daesh and caused the deaths of hundreds of people. ""The Coalition conducted no strikes in that area at that time. The Syrian claim is incorrect and likely intentional misinformation"" U.S. Air Force Colonel John Dorrian a colaition spokesman told Reuters by email. The army of the Assad regime said Thursday that an air strike late on Wednesday by the U.S.-led coalition hit poison gas supplies belonging to the Daesh terror group releasing a toxic substance that killed ""hundreds including many civilians."" The incident in the eastern Deir al-Zor province proved that Daesh and al Qaeda-linked terrorists ""possess chemical weapons"" a statement by the army flashed on Thursday by Syrian state TV said. The United States launched cruise missiles at a Syrian air base last week in response to a deadly poison gas attack in the west of the country that Washington blamed on Bashar al-Assads regime. Syria and its ally Russia deny Damascus carried out any such chemical attack. Moscow has said the poison gas in that incident last week in Idlib province belonged to rebels. The U.S. strike on the Syrian air base was the first time Washington has deliberately and directly targeted the Syrian government. It is separately waging an air campaign against Daesh in eastern Syria.",dailysabah,4/6/17
1965511175,Syrian Forces Foil Raid on Castello Kill 29 Militants,10-07-2016 Syrian Forces Foil Raid on Castello Kill 29 Militants. Nearly 30 foreign-sponsored Takfiri terrorists have been killed in an offensive they had unsuccessfully launched to reopen a key supply route into the Syrian northern city of Aleppo Nearly 30 foreign-sponsored Takfiri terrorists have been killed in an offensive they had unsuccessfully launched to reopen a key supply route into the Syrian northern city of Aleppo. The so-called Syrian Observatory for Human Rights announced on Sunday that militants from the so-called Faylaq al-Sham and Nusra Front the latter of which is the Syrian branch of al-Qaeda mounted an attack to recapture the strategic Castello Road on Thursday. It added that Syrian army soldiers launched a counter-offensive killing 29 extremists and foiling their attack. The attack has ended and the road remains completely closed said Observatory chief Rami Abdel Rahman. The Castello Road was effectively severed by Syrian forces Thursday when they seized a hilltop within firing range of the key supply route. By Saturday the army soldiers were within 500 meters (yards) of the road and firing on any vehicle attempting to use it. The Observatory said at least one car had been targeted on the road early Sunday morning adding it was unclear if it was carrying civilians or fighters. The capture of the Castello Road came in the wake of recent advances by the Syrian army in the al-Mallah Farms area northwest of Aleppo. The army had been attempting to seize Mallah for more than two years as it runs adjacent to the Castello Road the last route militants can use to access districts they control in the second Syrian city. The capture of Mallah Farms and Castello Road enables Syrian forces to besiege militant-held neighborhoods of Aleppo and puts them within the firing range of the army. ,manar,7/10/16
1918398784,Assad regime launches operation in Latakia region attacks Syrian Turkmen village,"Published July 20 2015 A checkpoint that belonged to Assads forces is seen after a coalition of rebel groups called Jaish al Fateh said they took control of it on a highway that connects Aleppo to Latakia June 6 2015 (Reuters) Two people were killed and 15 injured as Syrian regime forces attacked the Avanl village of the Jabal al-Turkmen Mountain predominantly inhabited by Syrian Turkmens located in the northwestern Latakia province. According to Syria Turks Association tanks artillery and missiles were used in the attack and explosions were also heard in villages located on the Turkish side of the border. Four wounded were brought to hospitals in Turkeys Hatay province for treatment. The attack is a larger part of the operation as Syrian army announced on Sunday that it had stepped up air strikes and retaken villages in a new offensive on opposition forces in coastal province of Latakia. Aerial bombardment had intensified over the past 48 hours in a bid to cut rebel supply lines in rugged territory close to Turkeys border an army source was quoted as saying on state media. Latakia province - home to Syrias biggest port and a stronghold of President Bashar al Assads Alawite sect - has been a key battleground of the conflict which is now in its fifth year. Sunni Muslim groups including al Qaedas Syrian offshoot the Nusra Front control many villages in the borderlands north of the government-held Mediterranean port city of Latakia and other areas dominated by Alawites who follow an offshoot of Shiite Islam. The army said five villages and hilltops including Beit Khadour Beit Zaifa Tel alKhadar and Jabal al Rahmaliya had been wrested back from the insurgents bringing it closer to the border areas. The army had stepped up its campaign in the province since insurgents took the strategically located town of Jisr al Shughour in April strengthening their position in a mountain range that overlooks Alawite villages and close to Qardaha hometown of the Assad family. The area has been in control of opposition forces since September 2012. The rough terrain and heavy forests has allowed the opposition forces to resist heavy Syrian army shelling and withstand heavy aerial bombing defense analysts say. A Syrian army officer said the aim of the latest operation was to cut rebel supply lines from the Turkish border to the rebel held villages including the town of Salma that has been held by Nusra Front since 2012. ""These armed men are weaker than to try to dare get close to Latakia"" a senior army officer was quoted as saying in a report from the area by Lebanese Hezbollahs television al-Manars correspondent. Last year the Syrian army wrested back control of the Christian town border town of Kasab a gateway to Turkey nearer the coast in Latakia after less than three months of control by opposition forces including Nusra Front. The Syrian war has taken on a starkly sectarian character with the overwhelmingly Sunni Muslim rebels backed by Sunni Gulf Arab powers fighting to overthrow Assad who is backed by Shiite Iran.",dailysabah,7/20/15
1923102863,7 killed in regime strikes on besieged Homs neighbourhood,"Date of publication 29 August 2016 Airstrikes kill seven and wound dozens more in the last rebel-held area in Syrias third city of Homs. Tags Syria Homs Seige Napalm Incendiary bombs Jets thought to belong to the Syrian government struck the the besieged Al-Waer neighborhood in the city of Homs on Sunday residents and a monitor said. According to Reuters over a dozen airstrikes on the residential area killed at least seven people and injured dozens more civilians. A woman and a child were also among the dead the Britain-based Syrian Observatory for Human rights said. Videos and images also emerged on social media showing children afflicted by burns that activists say were caused by incendiary weapons. This escalation in attacks came a day after the Damascus suburb of Daraya was evacuated by rebels after relentless bombing and a tough siege. The strikes were the first of their kind on Homs rebel-held areas in a year. In December local leaders and the government agreed a UN-sponsored deal that would see fighters evacuated and the regime take control of the city. No progress has been seen on this plan which requires local resistors to surrender their heavy weapons. Prior to this a truce in Homs in 2014 allowed for the withdrawal of fighters from the Old City leaving al-Waer in rebel hands. Since then the neighbourhood has been choked by a seige enforced by government troops and loyalist militias. This has blocked deliveries of all supplies of aid to the area save a few UN-led deliveries. An estimated 50000 civilians are currently trapped in Al-Waer alongside several thousand fighters. The seige on Al-Waer is part of what Washington has decried as Damascus ""surrender-or-starve"" tactic of beseiging rebel-controlled areas into capitulation or death. Read Also",alaraby,8/29/16
1923102821,Suicide bomber kills 16 in Syrias Hasakah,"Date of publication 5 July 2016 The bomber was on a motorcycle when he attacked a crowd outside a bakery. ""A suicide bomber on a motorcycle blew himself up in the Salihiah neighbourhood of Hasakah city"" said Rami Abdel Rahman head of the Syrian Observatory for Human Rights adding that 15 of the wounded were in critical condition. The Islamic State group claimed responsibility for the attack which it claimed targeted Kurdish forces. Kurdish police put the death toll at 16 earlier. Nearly all of Hasakah province is controlled by the Kurdish Peoples Protection Units (YPG) who have declared an autonomous region across the mainly Kurdish northern areas they hold. The YPG is regarded by the Pentagon as the most effective fighting force against IS on the ground in Syria. Meanwhile fighting between Islamic State militants and a Kurdish-Arab alliance troops has forced 13000 residents to flee the IS-bastion city of Manbij. ""The fleeing increased after the Syrian Democratic Force [SDF] besieged Manbij"" on June 10 the head of the Syrian Observatory said. ""Hundreds of people fled a southern district of the town where there have been fierce clashes in recent days"". The US-backed Kurdish-Arab alliance seized a key road junction and grain silos overlooking the city last week pushing further into the Islamic State group stronghold. The city lies close to the border with Turkey and is a key staging post on the extremists supply line to areas under its control in eastern Syria and neighbouring Iraq. The militants took an estimated 900 Kurdish civilians hostage in areas under their control west of the city according to the Observatory and Kurdish officials. Manbij lies in the eastern plains of Aleppo province which has become a battleground between an array of competing armed groups including al-Qaeda rebels and government forces as well as the SDF and the IS group. Read Also",alaraby,7/5/16
1962495739,Russia says kills 7 Nusra Front field commanders in Syria air strike,Thu Oct 5 2017 Russia says kills 7 Nusra Front field commanders in Syria air strike. A Russian air strike killed 49 Nusra Front militants including seven of its field commanders in Syrias Idlib province Russias Rossiya 24 state television channel cited the Russian defence ministry as saying on Thursday. REUTERS- Nusra Front severed ties with al Qaeda last year and rebranded to head the Hayat Tahrir al-Sham alliance. Russia said on Wednesday it had critically injured a leader of the Tahrir al-Sham militant group Abu Mohamad al-Golani with an air strike in Syria that also killed 12 of his field commanders. Golani is now in a coma Russian news agencies cited Russias defence ministry as saying on Thursday.,alalam,10/5/17
1962495712,2 Killed 10 Injured in Terrorist Shelling in Aleppo Residential Neighborhood,Sat Nov 12 2016 2 Killed 10 Injured in Terrorist Shelling in Aleppo Residential Neighborhood. Two people have been killed and 10 other people have been injured in a terrorists groups shelling of the Sulaymaniyah neighborhood of the Syrian city of Aleppo on Saturday. The militants based in the eastern part of Aleppo shelled residential area of Sulaymaniyah in the western part of the city state news agency SANA reported. Some of the injured are in a serious condition. The Sulaymaniyah area is inhabited mainly by Christians and was the location of the October 13 mortar attack near a school which killed at least four children. The Syrian Armed Forces began a large-scale military operation in Aleppo after the September 12 truce brokered by Russia and the United States collapsed less than a week after it was endorsed. A violent conflict between the forces loyal to Syrian President Bashar Assad and opposition factions as well as terrorist groups has been raging in Syria for more than five years. 218-11,alalam,11/12/16
1924058067,Syria regime bombardment kills 4 schoolchildren in besieged enclave | Jordan Times,"Last updated at Nov 012017 JISREEN Syria At least four schoolchildren were among eight people killed in Syrian regime shelling in Eastern Ghouta on Tuesday despite a ceasefire in the hunger-hit rebel enclave outside Damascus. The bombardment came as a fresh round of peace talks to end Syrias six-year war entered a second day in the Kazakh capital Astana. Government fire on the besieged region has been on the rise for the past week with the Britain-based Syrian Observatory for Human Rights monitor saying the latest shelling hit a school in the town of Jisreen. ""A shell fired by regime troops hit the entrance of a school in Jisreen just as children were leaving it killing five people including four schoolchildren"" observatory chief Rami Abdel Rahman said. A medical source at the town hospital confirmed the death toll and said another 25 people were wounded. An AFP photographer at the medical facility saw the bodies of four children wrapped in blood-stained white shrouds. Several wounded children lay or sat in shock on hospital beds including one with severed legs. A man cried out after learning his son had died as others around him tried to comfort him. Blood-stained satchels Small blue school bags and a tiny pair of shoes lay in a corner drenched in blood. Outside the primary school children stared at the pools of blood staining the concrete ground. ""I was coming out of school and was about to turn into a side street when the shell hit. There were dead people wounded people"" one child told AFP. The observatory said regime bombardment on Tuesday also hit other areas of Eastern Ghouta where opposition fighters have been battling President Bashar Assads troops for six years. The regime on July 22 announced a ceasefire with rebels in the besieged area which has been included in a so-called de-escalation zone agreed by Turkey Russia and Iran. On Tuesday regime shelling on the Mesraba area also in Eastern Ghouta killed three civilians including one child the observatory said. An AFP journalist at a morgue saw rescue volunteers and young men slip the bodies of a father and his son into white plastic bags. May God avenge oppressors the mans brother cried. In the town of Harasta shelling also hit near a school as pupils were leaving it wounding 10 people including five children. On Sunday 11 civilians including a journalist for pro-opposition television were killed in Eastern Ghouta. Malnutrition The shelling comes as Eastern Ghouta where an estimated 400000 people live faces a mounting humanitarian crisis. Shocking recent AFP images from the region showed severely underweight children and doctors reported two infants had died of malnutrition and related complications. On Monday dozens of trucks carrying aid for 40000 people entered Eastern Ghouta. The region was once a prime agricultural region famed for its orchards. But the rebel stronghold has been under a tight government siege since 2013 causing shortages of food and medicine as well as price hikes for the local and smuggled supplies available. Basic services are virtually non-existent with electricity produced only by generators and water often dirty and a vector for disease. More than 330000 people have been killed in Syria since the war began in March 2011 with anti-government protests. The conflict has since spiralled into a complex war involving world powers and the Daesh terror group extremists who took over large swathes of the country in 2014. But the extremists have since lost most of the territory they controlled and were ousted two weeks ago from their de facto Syrian capital of Raqqa. They face twin offensives in the eastern oil-rich province of Deir Ezzor from the regime and the US-backed Kurdish-Arab Syrian Democratic Forces.",jordantimes,11/2/17
1923848202,35 IS jihadists killed in clashes with Syria Kurds Monitor,"35 IS jihadists killed in clashes with Syria Kurds Monitor AFP Sunday 15 Feb 2015 At least 35 Islamic State jihadists were killed on Sunday in clashes with Syrian Kurdish fighters around the flashpoint town of Kobane a monitor said. The Syrian Observatory for Human Rights said the deaths came in three separate clashes around the town in Aleppo province of northern Syria. At least 22 of the jihadists were killed in fighting on the border between Aleppo and Raqa province where IS has its de-facto capital. That battle marked the first time in months that fighters from the Kurdish Peoples Protection Units (YPG) have expanded their attacks to the edge of Raqa province. Four YPG fighters were killed in those clashes with the Kurdish forces capturing the strategic Tal Baghdaq hilltop the Observatory said. The other jihadist deaths came in clashes to the west and south of Kobane the key border town that Kurdish forces recaptured on January 26. IS fighters began advancing on the town last September and at one point looked poised to overrun it cementing their grip on a long stretch of the Syria-Turkey border. But YPG ground forces backed by US-led air strikes were able to repel the IS fighters. Since the towns recapture YPG forces have been expanding their control from Kobane into the surrounding countryside where they have largely encountered little resistance from the jihadists. But the Observatory said the fighting around Tel Baghdaq on the Aleppo-Raqa border was some of the heaviest in the region since Kobane fell. The group said the US-led coalition fighting IS had also carried out air strikes in the region on Sunday but there was no initial information on casualties in the raids. The IS group has declared an Islamic ""caliphate"" in territory it controls in Syria and Iraq with the provincial capital of Raqa province serving as its effective capital. More than 210000 people have been killed in Syria since the countrys conflict began with anti-government demonstrations in March 2011.",ahram,2/15/15
1924058150,6 civilians killed 35 injured in Assad regime airstrikes in Syrias Idlib,Published April 26 2017 At least 6 civilians were killed and 35 others were injured in Assad regime airstrikes targeting a refugee camp in Syrias northwestern Idlib province on Wednesday. A civil defense official told Anadolu Agency that a refugee camp located east of Idlibs Maarat al-Numaan district was targeted by regime war planes. Civil defense units were immediately sent to the attack site to transfer the wounded to nearby hospitals and health centers for medical treatment. The camp reportedly hosted many refugees from Hama and Aleppo while health officials also stated that the death toll could rise due to the high number of injured civilians. Another civil defense official from Idlib told Anadolu Agency that the regime warplanes dropped a total of three parachute bombs on the camp site. Syria has been locked in a devastating civil war since early 2011 initiated by the Assad regime which cracked down on pro-democracy protests that began as part of the Arab Spring uprisings with unexpected brutality and disproportionate force. Since then thousands are believed to have been killed and millions more displaced.,dailysabah,4/13/17
1965511165,Terrorist Blast Kills Grand Mosque Imam in Damascus,"03-07-2015 Terrorist Blast Kills Grand Mosque Imam in Damascus. A terrorist explosive device planted inside the Grand Mosque in Syrias Damascus went off on Friday killing the Imam Sheikh Salman al-Afandi. A terrorist explosive device planted inside the Grand Mosque in Syrias Damascus went off on Friday killing the Imam Sheikh Salman al-Afandi state-run TV reported. Local sources told SANA news agency that a terrorist group planted the IED under the platform of the mosque and detonated it during the Imams speech. Sheikh Afandi was martyred at once and five other worshippers were wounded. The explosion caused much destruction inside the mosque. In a statement issued afternoon the Ministry of Awqaf announced the martyrdom of Sheikh Afandi stressing that the blood of the martyrs ""will only increase our determination to defeat the takfiri terrorism and forces of darkness and evil anytime anywhere."" In June 23 a group of terrorists blew up a car bomb in front of Maath bin Jabal mosque in Baydar al-Sultana neighborhood in central Damascus at the time when worshippers were getting out from Taraweeh prayers killing several people and injuring several others. ",manar,7/3/15
1926478959,Three people killed five injured in terrorist rocket attack in Aleppo,31 October 2016 Three people killed five injured in terrorist rocket attack in Aleppo. Three people were killed in a terrorist attack with rocket shells on the citizens houses in Aleppo City. A source at Aleppo Police Command told SANA reporter that terrorists positioned in the eastern neighborhoods of Aleppo and in some areas on the western outskirts of the city fired rocket shells on the neighborhoods of al-Hamadanyia and Halab al-Jadida killing three people including a woman and injuring five others. The source added that the attack also caused a huge material damage to the houses infrastructures and the citizens properties. On Sunday more than 35 people suffered suffocation after the terrorist organizations targeted al-Hamadanyia neighborhood and al-Assad residential suburb with shells that contained toxic gases.,sana,10/31/16
1923848246,85 Syria troops killed in jihadist advance Monitor,"85 Syria troops killed in jihadist advance Monitor AFP Saturday 26 Jul 2014 At least 85 Syrian army troops were killed as the jihadist Islamic State advanced on a regime position in the northern province of Raqa a monitoring group said Saturday. The Syrian Observatory for Human Rights said the fate of around 200 other soldiers remained unknown as the IS assault forced the army to pull back late on Friday. The Division 17 base has fallen from army control but ""the jihadists have not moved into the site for fear of air strikes"" said the Britain-based groups director Rami Abdel Rahman. The IS lost at least 28 jihadist fighters he said. The Observatory said more than 50 troops were summarily executed 19 more were killed in a double suicide attack and at least 16 others had died in the IS assault launched early Thursday. ""Hundreds of troops surviving withdrew on Friday to safe places - either to nearby villages whose residents oppose IS or to nearby Brigade 93 - but the fate of some 200 remains unknown"" said Abdel Rahman. ""Some of the executed troops were beheaded and their bodies and severed heads put on display in Raqa city"" stronghold of the feared IS he said. The assault on Division 17 comes less than two weeks after IS killed 270 security guards employees and members of the paramilitary National Defence Forces during a jihadist assault on a gas field in Homs central Syria. On Friday the UN Commission of Inquiry on Syria said IS fighters accused of atrocities are expected to be added to a UN list of possible war crime indictees.",ahram,7/3/14
